"","player","season_end","salary","season_start","Salary.Cap","Per.Cap","fifth","Pos.x","Age","HT","WT","WS","Pos2","RSCI","percentile","Pos.y","School","Numb","G","X2PA","X3PA","FTA","Poss","Ast.Pos","Tov.Pos","Stl.G","Blk.G","TS","FTA.G","Three.G","Two.G","Three.Per","Two.Per","FTA.FGA","Three.FGA","OR.G","DR.G","PF.G","adjTempo","adjOE","adjDE"
"275","Terrence Ross",2017,10000000,2016,94143000,0.106221386613981,2017,"SG/SF",21.1,79,197,79,"Wing","Top50",0.869565217391304,"G","Washington",2,69,219,171,73.6666666666667,13.7060728291317,0.0971553742496939,0.110064486250175,1.02436974789916,0.746218487394958,1.1204889441045,2.1140056022409,4.92072829131653,6.28655462184874,0.364756013745704,0.529537612146308,0.181159420289855,0.456336725254394,1.19859943977591,4.02829131652661,2.56218487394958,69.3761333333333,112.226666666667,97.0193333333333
"276","Thaddeus Young",2013,8289130,2012,58044000,0.142807697608711,2013,"SF",18.7,79,210,84,"Wing","Top25",0.568181818181818,"F","Georgia Tech",1,31,277,93,70,15.0903225806452,0.134672937152629,0.143223599828987,1.25806451612903,0.387096774193548,1.11027944111776,2.25806451612903,3,8.93548387096774,0.419354838709677,0.498194945848375,0.189189189189189,0.251351351351351,2.32258064516129,2.54838709677419,1.96774193548387,67.2184,116.86,97.2537
"277","Tobias Harris",2016,16000000,2015,7e+07,0.228571428571429,2016,"SF/PF",18.6,80,223,83,"Wing","Top25",0.956521739130435,"F","Tennessee",1,34,326,76,170,15.8470588235294,0.0816629547141797,0.115070527097253,0.705882352941177,0.852941176470588,1.09270134228188,5,2.23529411764706,9.58823529411765,0.302631578947368,0.496932515337423,0.422885572139304,0.189054726368159,1.97058823529412,5.29411764705882,2.05882352941176,66.078,107.969,95.5639
"278","Toney Douglas",2014,1600000,2013,58679000,0.0272669950067315,2014,"PG/SG",22.9,74,183,78,"PG","Top100",0.125,"G","Florida State",3,99,274.666666666667,181.5,173,18.1869131652661,0.163421833121137,0.145611174854421,1.97679738562092,0.366573295985061,1.14720309428073,5.04304388422035,5.29635854341737,8.09183006535948,0.377320954907162,0.489262580966617,0.366189739188245,0.389442703546163,0.772875816993464,2.69864612511671,2.2625116713352,65.5579666666667,108.534,93.60195
"280","Tony Allen",2011,3000000,2010,58044000,0.0516849286747984,2011,"SG",22.1,76,214,81,"Wing","NR",0.35,"G","Oklahoma State",2,67,317,74.6666666666667,180,16.6431071428571,0.179075479701837,0.168527604714674,2.0172619047619,0.821428571428572,1.11851366376086,5.27857142857143,2.20119047619048,9.31517857142857,0.329777145566619,0.519968499217707,0.458154349174136,0.191217092282541,1.74166666666667,3.73660714285714,2.95833333333333,65.4397666666667,114.306,90.1663666666667
"281","Tony Wroten",2016,167406,2015,7e+07,0.00239151428571429,2016,"PG/SG",18.9,78,203,81,"PG","Top25",0.0625,"G","Washington",1,35,391,56,264,19.8617142857143,0.187007307670177,0.189884343172795,1.88571428571429,0.371428571428571,0.992613111726685,7.54285714285714,1.6,11.1714285714286,0.160714285714286,0.483375959079284,0.590604026845638,0.125279642058166,2.28571428571429,2.74285714285714,2.65714285714286,69.1058,109.514,97.5488
"282","Travis Diener",2010,1740000,2009,57700000,0.030155979202773,2010,"PG",23,73,174,71,"PG","Top50",0.192307692307692,"G","Marquette",3,87,167.166666666667,182.333333333333,140.5,17.6841874566138,0.366353830128516,0.138153623745076,1.35214699590576,0.0469916556873079,1.18237468214039,5.33290124243841,6.76230750704804,6.16024905435845,0.412907268170426,0.425716221447929,0.406704473616283,0.52763493263222,0.617549973791208,2.91228554833043,2.1505376344086,62.97055,112.098166666667,102.919516666667
"283","Trevor Ariza",2009,3100000,2008,58680000,0.0528289025221541,2009,"SF",18.7,80,201,86,"Wing","Top25",0.318181818181818,"F","UCLA",1,25,175,76,113,15.2688,0.136225505606204,0.212197422194279,1.68,0.44,0.961026868848098,4.52,3.04,7,0.236842105263158,0.508571428571429,0.450199203187251,0.302788844621514,2.44,4.04,2.76,63.2134,102.655,101.411
"284","Trevor Booker",2015,5000000,2014,63065000,0.0792832791564259,2015,"PF",22.3,79,236,81,"Big","NR",0.583333333333333,"F","Clemson",4,134,301.3,23.2,145,13.8352263071895,0.13684557885528,0.142374961071662,1.19642565359477,1.74037990196078,1.17214222859271,4.45663807189542,0.719485294117647,9.22947303921569,0.295276292335116,0.56756347597179,0.443205421343721,0.0686421189978866,2.96791258169935,5.40686274509804,2.08705065359477,67.64162,113.303,93.45023
"286","Tristan Thompson",2016,14260870,2015,7e+07,0.203726714285714,2016,"PF",20,81,227,85,"Big","Top25",0.916666666666667,"F","Texas",1,36,315,0,261,13.7177777777778,0.0911226308115989,0.129596630487607,0.944444444444444,2.38888888888889,1.09575656058068,7.25,0,8.75,0,0.546031746031746,0.828571428571429,0,3.83333333333333,4,2.77777777777778,65.5154,115.495,89.5607
"287","Ty Lawson",2014,10786517,2013,58679000,0.183822440736891,2014,"PG",21.3,72,197,73,"PG","Top25",0.826923076923077,"G","North Carolina",3,105,212.5,96.1666666666667,160.5,13.0368114035088,0.456277450902699,0.158994259965758,1.85706453634085,0.0993890977443609,1.28558747302488,4.64741541353383,2.7890194235589,6.16687030075188,0.415980012002031,0.567935151268485,0.509445743582987,0.311028862832927,0.603242481203007,2.27994987468672,1.82092731829574,72.71505,122.499166666667,91.6297833333333
"288","Tyler Hansbrough",2014,3183000,2013,58679000,0.0542442781915166,2014,"PF",23.3,81,234,83,"Big","Top25",0.333333333333333,"F","North Carolina",4,142,443.3,12.5,319.8,18.5455884888107,0.056440512229523,0.10916041329559,1.28633391975048,0.412536010878166,1.248273282631,8.85637671027664,0.35839024652567,12.2728936997288,0.256521739130435,0.53515989616147,0.701867056065511,0.0281128401043953,3.34715715723406,5.33721392958385,2.37882214659404,72.43517,121.7218,91.71155
"289","Tyler Zeller",2017,8000000,2016,94143000,0.0849771092911847,2017,"C",22.1,84,247,84,"Big","Top25",0.36,"F","North Carolina",4,117,316,0.4,169.3,12.5225524050366,0.0496293018842651,0.121644864304218,0.700517359464728,1.17316895843212,1.20011078605732,4.72348032242769,0.0148148148148148,8.95039460513145,0,0.53843465775515,0.512972850362926,0.00208333333333333,2.86292819134924,4.27807597070755,2.38079131763342,70.89727,113.7734,91.15019
"290","Tyreke Evans",2014,10300000,2013,58679000,0.175531280355834,2014,"PG/SG",19.4,77,221,83,"PG","Top25",0.8125,"G","Memphis",1,37,381,124,194,19.5502702702703,0.197688564476886,0.183864189338642,2.08108108108108,0.783783783783784,1.07053323395894,5.24324324324324,3.35135135135135,10.2972972972973,0.274193548387097,0.514435695538058,0.384158415841584,0.245544554455446,1.27027027027027,4.08108108108108,2.40540540540541,65.9185,112.839,84.1664
"291","Victor Oladipo",2018,21000000,2017,99093000,0.211922133753141,2018,"SG",20.8,76,213,81,"Wing","NR",0.875,"G","Indiana",3,104,220.833333333333,54.3333333333333,127.166666666667,11.3982407407407,0.159353539862921,0.182819696800036,1.71412037037037,0.619791666666667,1.24687239239833,3.58159722222222,1.52430555555556,6.21238425925926,0.341314731020613,0.595073189325012,0.467897473298109,0.194120540934101,2.140625,3.40046296296296,2.42881944444444,66.0136,118.8355,95.2378166666667
"292","Von Wafer",2011,915852,2010,58044000,0.0157785817655572,2011,"SG",19.6,77,210,81,"Wing","Top25",0.15,"G","Florida State",2,61,117.333333333333,153.333333333333,62,11.4888218390805,0.127908801531069,0.129745753660097,0.939655172413793,0.235991379310345,1.08581596703277,2.08405172413793,5.14511494252874,3.92528735632184,0.372813500862281,0.46765873015873,0.227930424074502,0.565304394674055,0.292025862068966,2.01113505747126,1.27945402298851,65.0449666666667,106.410333333333,96.4246666666667
"293","Wayne Ellington",2014,2652000,2013,58679000,0.0451950442236575,2014,"SG",21.3,77,202,79,"Wing","Top25",0.325,"G","North Carolina",3,115,258,196.666666666667,104.5,14.6355285650022,0.161550772881403,0.108304592891673,0.976945569050832,0.143162393162393,1.17849177754426,2.72413405308142,5.13157894736842,6.71929824561404,0.403464419475655,0.520841703282714,0.228275827172756,0.435694776698601,1.22323436797121,3.1893837156995,1.49482681061628,72.71505,122.499166666667,91.6297833333333
"294","Wesley Johnson",2015,981084,2014,63065000,0.0155567113295806,2015,"SF/PF",22.6,79,206,84,"Wing","NR",0.173913043478261,"F","Charleston Southern",2,52,26.3333333333333,0,32,1.81920634920635,0.0793252855836898,0.167102227692058,0.246031746031746,0.25,1.12953180223046,1.19444444444444,0,0.986111111111111,0,0.540372670807453,1.21014492753623,0,0.755952380952381,0.880952380952381,1.52777777777778,67.1956,101.779333333333,111.131
"295","Will Barton",2017,3533333,2016,94143000,0.0375315530628937,2017,"SF",21.1,78,174,81,"Wing","Top25",0.25,"G","Memphis",2,70,311,120.333333333333,147,16.448,0.176268714198444,0.140088012518269,1.46666666666667,0.638095238095238,1.1294087072441,4.2,3.43809523809524,8.88571428571429,0.318964969165236,0.548529850301187,0.3349519703502,0.283458134785568,1.8,5.16190476190476,2.17142857142857,67.5436,110.975333333333,94.0513666666667
"296","Willie Green",2011,3976000,2010,58044000,0.0684997588036662,2011,"SG",21.6,75,201,79,"Wing","NR",0.4,"F","Stetson",3,91,217.333333333333,22.6666666666667,108.833333333333,10.7911827956989,0.132567316567146,0.144676915620042,0.525213199851687,1.32628846866889,1.15008694903653,3.53744901742677,0.737115313311086,7.06303299962922,0.254033389450056,0.555834945196647,0.456097910072563,0.102539513802832,1.9163885799036,3.02039302929181,2.02243233222099,64.8268,97.7697,111.012166666667
"297","Wilson Chandler",2013,5930414,2012,58044000,0.102171008200675,2013,"SF/PF",19.8,80,210,83.5,"Wing","Top75",0.869565217391304,"F","DePaul",2,59,277,90.6666666666667,94.3333333333333,14.7506823529412,0.0848454883547039,0.121518743241978,0.684705882352941,1.44156862745098,1.01734243051872,3.01803921568627,2.80078431372549,8.8635294117647,0.292397660818713,0.488364552937362,0.260942258506545,0.233533260807476,1.87529411764706,5.14588235294118,2.90901960784314,62.085,111.092,98.1034666666667
